Essay Number,Organization,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Prompt,essay,n_score
FRUC3054,2.0,2.5,,,,,Crime does not pay,"
We usually distinguish a human being from an animal by saying that the former is intelligent and that the latter reacts instinctively. The first is able to think whereas the second can not. But this does not mean that human beings are good creatures and animals bad ones. On the contrary, animals never hurt each other deliberately. They can not think about doing harm. Of course they may be cruel towards each other.
But then it is just for the sake of survival. In other words it is natural. Here lies, in my opinion, another major difference between these two worlds.
As far as the human world is concerned a distinction between what is right and what is wrong has to be made. People are good but can also have negative feelings and reactions.
This ambiguity, inherent to the human race, leads some persons to become criminals. Generally speaking, criminals may be seen as people who transgress the law in order to fulfil their wishes. There are several ways of violating the law and therefore various kinds of criminals. The reasons bringing an individual to act like this are numerous too. It can be a matter of education (parents taking too little care of their children), of social background (poverty, hunger, drug, ...)
or of mental disorder. A man (or woman) who has grown up in a working-class district and who has never learned to work because his parents had not put him at school stands a great chance to become a criminal. He will be tempted to steal money in order to eat. This will appear to him as his last chance.
And that is the mistake most people do before committing a crime: they think this is the only way of escape. They have become so miserable that they have to find something which could recue them. They have reached a stage where the situation is no longer bearable. This moment is a crucial one, because people make an important choice there. They are at a kind of branch: either they decide to look for a job, or they plan to steal money. The second solution seems easier than the first one and much more beneficial. But all this is just an illusion. In a way, criminals are blind people who do not realize the seriousness of the situation. They are missionaries lost in the desert, dying of thirst, running towards an unexisting oasis. These criminals transgress the law in order to save themselves, in order to survive and improve their life. As such they may be considered as a first type of criminals.
Next to them we have mentally ill persons, living in their own world, with their own laws. These people do not hesitate to attack other persons without any particular reason. I am referring here to crimes such as rapes, murders, ...
These unbalanced persons reduce others to the state of mere objects. Some of them do not even realize how cruel their acts are. On the contrary, they claim they are good for humanity.
While others, who are conscious of their mental state, still keep on raping or killing! Why? Most of them do not even know!
In conclusion, one could say that there are several types of crimes, some being worse than others, even though a crime is never a proper thing. Whatever the kind of criminal is concerned, one thing is sure: a crime never forms a solution to the problems one may have in his life. Even if it looks like a liberation at first sight, it can just be harmful to humanity in general.
However one has to realize that as long as there will be men on earth, crime will remain a reality.
Crime is not a solution and there is no solution to crime.
",0.3333333333333333
FRUC3056,1.5,2.0,,,,,"Some people say that in our modern world, dominated by science and technology and industrialisation, there is no longer a place for dreaming and imagination. What is your opinion?","
It is often asserted than in our modern world, the world of new technology, people do no longer dream. People tend to believe that computers and robots have done much more harm than good. They say that man has no opportunity to dream or imagine and that he becomes a robot that can only obey the orders given by the machines. And, according to them, it would hardly be an exaggeration to say that man in the industrialised society is already dead because he has lost his faculty of thinking. It is certainly true that technology has taken a considerable place in man's life but it is questionable whether technology prevents man from dreaming and imaging. On the contrary, computer, with all its possibilities, enables the user to create new programmes, to adapt a former programme to his particular problem, to invent new electronic games... Let us remember that however performant a computer may be it will always remain a machine that needs man to be created and to function. In this way, technology leaves a place to man and imagination. Besides of this, when an ingeneer uses his minicalculator to solve any kind of problem he faces or when a housewife uses a mixer in her kitchen, technology enables them to gain time and the time they spare can be spent in daydreaming, drawing... But the very opposite may also be true: the time they spare can also be spent in watching T.V., in playing with the computers so that there is no place left to imagination. Some people may react in different ways when they feel they become slaves of technology. Some go to the country, buy a little farm and live as at the beginning of the century with animals and without T.V., radio or car. Other react less strongly and puts limits to the introduction of technology in their houses: they do not have any television set in their bedrooms and when they watch T.V., it is always an interesting programme. They often go out or spend time together in dreaming about their former or next holyday. A third group of reacting people is made of people who turn to mysticism or religious sects which promise a world of dream far from any technological ""contamination"". But though they think they are free, they are under the orders of the ""chief"" who wants everyone to think in one particular way, the ""right"" way and this is still more dangerous than being ""computer addicted"". In conclusion I would say that it is true that technology has an important place in man's life and that if he does not make good use of it, he may be the robot of technology, a robot wich does not think, nor dream, which simply does not live. But if technology is well managed it can be advantageous to man or at least less dangerous than the spiritual solutions wich aim at escaping it.
",0.16666666666666669
FRUC3059,3.0,3.0,,,,,"In his novel ""Animal Farm"" George Orwell wrote ""All men are equal but some are more equal than others"". How true is this today?","
For a long time, people have built societies in which men are not equal, in which two extremes are found: the superior, i.e. the king and the inferior, i.e. the slave. Every person wants to be the best and it is the same as with species: some grow, some remain small and some die. For a long time, Europeans have thought they were more equal than any other people. They killed and used as objects millions of ""savage niggers"" as they called them. But who were the actual savages?
In our twentieth century the human rights have been a subject matter on which governments, minorities, members of parliament, the Amnesty International organisation and many other people have focused. Too many injustices have been done to many people and are still done; it is why laws are needed in order to protect every human being.
Almost every person you meet will tell you that all men are equal and have the same rights. But if you are white, if you have money, if you are the daughter of a king, aren't you already more equal than others? All people are equal but when one's skin is light, one is already more equal, superior to the others.
Orwell could have written ""people"" instead of ""men"". One could blame him for making men more equal than women as he does not mention women. Men thought they were superior to women because they were born with more physical strenght and with the capacity to be violent. Wouldn't our patriarchal society have been different if women had been physically as strong as men?
One can be born more equal because one was born in a rich, European family. But what do we mean by ""equal""? The word equal also refers to a particular norm imposed by society. If one is more equal because of wealth it is because of our capitalistic-materialistic western society which imposes its own norms. The idea that people are equal and should have the same rights is growing but remains superficial because behind this idea hides a society in which you must be attractive, successful, kind and rich to be accepted.
One could also change Orwell's quotation and say: ""All men are equal but some are less equal than others"". If one was born in Third World country, in a poor family, with divorced parents or a with handicap, one is less equal than others.
""All men are equal up to the pub's terrace"" is the slogan of the 488100 charity performance which collects funds to help the handicapped people. When you are called ""handicapped"", it means you are not like the others. Our modern society finds it so difficult to welcome the ""Other"", the difference.
In conclusion, one could say that all men were created equal, but one's equality will depend on the place where one was born since our world has been divided in rich and poor, north and south, white and coloured, etc... The word ""equal"" also refers to a norm imposed by society which you have to obey to be welcome. It seems we are unable to consider or appreciate the Other's worth.
",0.6666666666666667
FRUC3060,3.0,2.5,,,,,All armies should consist entirely of professional soldiers: there is no value in a system of military service,"
The abolition of the compulsory military service is a current project in 1992 with which I completely agree as I am convinced that an army consisting of professional soldiers would be more efficient.
To begin with, the main problem relating to the military service is a serious lack of motivation. The young men are forced by the law to go soldier even if they are not motivated and I assume that unmotivated soldiers will not be efficient in case of war.
Moreover, some drill sergeants are a bit too fanatic: instead of cheering the raw recruits up, they put them off the army.
Another weak point concerning the military service is that when the young men are lucky enough to be employed as telephonist, drawer or something like that, they simply have no idea of how to spend their time. Is it a good method of training them to defend the nation?
A third negative point is the fact that while they are soldiers, the young boys do not earn anything or just enough to live! That is rather a serious problem as many of them have just finished their studies and want to earn money. Moreover, while they are not free from military service, thay can hardly find a job. Actually, they have to spend nine months doing and earning nothing which is very heartbreaking for the ones who are a bit ambitious.
To conclude with these different ideas, I would say that I disagree with the ones who are in favour of the compulsory military service because I think that the system is such that the soldiers are not motivated which can be dangerous for the nation, and for themselves, in case of war. That is just why I am convinced that professional soldiers, arguably motivated , would be more efficient.
Nevertheless, from a social point of view, we can perhaps find positive aspects which could bear out the maintenance of the military service.
The young men have to spend some times far from home, from their family. Moreover, the barracks are uncomfortable, the food is not very good, they have to wake up very early...
Those different factors may help them to have character and to cope with difficulties in the future. But, what about the soldier who goes home every evening?
A positive aspect of the military service can be seen in the fact that they are forced to live in group for nine months, which is not always as easy as one may think... But, did not they already learn to live in group at school or at university?
To conclude with this whole debate, I would say that I can hardly find positive arguments to stand for the compulsory military service. The only thing I hope is that the politicians realize that the abolition of the military service would be a great thing for everybody: the young men, the army in general and the security of the nation.
",0.6666666666666667
FRUC3065,3.0,3.0,,,,,Feminists have done more harm to the cause of women than good,"
Oh my dear! When I read this statement I instantly thought: ""this has been written by a men who hasn't understood anything to the cause of women.""
This raises an important issue: according to me people still consider men and women as to different groups having their own stereotypes. In this order of things, there is nothing surprising about men calling women, who want to break with old traditions, androphobics, lesbians, frustrated, selfish persons. Why should men and women be different? You think they should because you have been educated in this way, because you are prejudiced. You live with these stereotypes but don't you realize you'd better be more critical about your way of looking at things.
Did feminists do more harm than good when they pointed out that women were subject to pressures. At work for example, a lot of them are harrassed by their employers or simply got a job because they were beautiful and slim. But then be sure the employer used them: attract customers...just be nice and keep quiet! Another point is that women were paid less althought they were performing the same jobs as men. Do you find this normal? Not at all!
The general scheme is: the woman in the kitchen, the woman with the children, the woman doing shopping, the woman working outside but also ironing and cleaning...and what about the man?
On the political scene, very few women have leading roles. Men often say they are not capable enough.
Sociolinguistically speaking it has been proved that women are more able than men to reach a compromise because they can listen to the other, they let him explain his point till his last word. At present, in our multiracial societies, this attitude is really an advantage.
Let's speak about men now. I don't want to condamn men.
Feminists neither! The truth is that when pointing out all these dicrepancies between both sexes feminists just want to call on men who really want to get rid of these stereotypes.
Feminists really believe such men exist and they want them to be an example, to educate their children in a new way, to show our society stereotypes are outdated. The new scheme is a cooperation between men and women, a natural gratitude giving birth to a nicer world. Let's abandon our prejudice!
And now the final question: did feminists do more harm than good to the cause of women? If you keep on with your prejudice, you will still agree. Then I advise you to be more critical about yourself and your way of life. Maybe you'll change your mind one day, I hope so! If you think you are'nt prejudiced but you still agree, you have'nt understood anything. But if you believe that feminists really want a change for the better not without but with men, you are in the new scheme, you belong to this new generation of equality and respect. Go on in this way!
",0.6666666666666667
FRUC3067,3.5,3.5,,,,,"Some people say that in our modern world, dominated by science and technology and industrialisation, there is no longer a place for dreaming and imagination. What is your opinion?","
A world dominated by science, industry and technology is often associated with the idea of constraining man's imaginative and dreaming power. Indeed, either the past or exotic cultures often evoke the idea of man and nature as being free from stress so that they could create fabulous myths and legends. This is seen from a superficial point of view, let us now consider this question on a deeper level.
When comparing our way of living and the one of the poorer cultures, one comes to realize that the modern society is particularly advantageous to the achievement of human fantasy.
First of all, let us focus on the advantages that theses modern phenomena provide on the social plan. Thanks to our ""social security"" system, people are able to enjoy, in return of their work, of a guaranty of a regular salary as well as a financial help in case of unemployment or medical care. These advantages result in the improvement of the living conditions.
This comfort, never known before, releases man from anxiety, suffering or material constraints. So, as man feels more at ease, he can blossom out and develop his dreaming and imagination into something creative.
As comfort increases, people grow in the possibility of discovering their own culture. They progressively will broaden up their general knowledge about the evolution of human civilisation. Being more educated, people can appreciate artistic manifestation and consequently, can event react to a formal and meaningless art and develop the abstract side. This was the case in the early twentieth century of the well-known French painter: ""Kandinsky"".
Moreover, on account of the many artistic realisations as art academies, music, literature and film, our Western society takes a great interest in dreaming and imaginative power. This is in opposition to less advanced societies where such realisations are impossible since people are more concerned with surviving.
Finally, man's fantasy can also benefit from the still improving technology to develop his creativeness in different areas. This is the case of science-fiction which can make use of special effects as well as in the field of music; technology has designed the synthesizer which produces many different sorts of sounds and effects. This has made possible, for instance, the emergence of the ""New Age"" music style.
As a conclusion, our modern western society favours man's dreaming and imagination. But his fantasy is different from the preceding generations. In earlier centuries, the imaginative creation took place in the religious field in order to explain the mysteries of nature. Imagination is as vigorous as before but has other means of expressing itself altough the basic themes are still the same: good versus evil.
Thanks to Science, Technology and Industry the world is not so mysterious. What has changed is that imagination is now considered as a resource to be exploited in the context of our ""leisure civilisation"". This reaches the point that there is less and less place for chance but more and more for dreaming and imagination.
",0.8333333333333333
FRUC3068,3.5,3.0,,,,,Feminists have done more harm to the cause of women than good,"
Forty years ago the famous French writer Simone de Beauvoir declared that ""The free woman is just being born"". When I hear that statement I immediately think of the feminist movements that have worked during the sixties and the seventies and that have repercussions now in the nineties. That is true that women had not many rights at the beginning of the century and that we needed an evolution, but I think that feminists have gone too far and have done more harm than good.
It is clear that today a woman's place is not only at home, that she has the right to have a job too. But I am not sure that now she is really free: free to do what she wants, free to go where she wants, free to be who she wants. She is perhaps even more a slave than before. She works, yes, but she is still the housewife in many households. How can these women reconcile professional life and sentimental or family life?
These ""liberated women"" are often working from 9 a.m. to 5 p.m. and then they have to go back home, do the housework and nurse their children and husband. Even if their husbands can help them, these ""superwomen"" are often very tired and unfortunately very nervous at home and at work, and if they make the big mistake of complaining about it, men reply that they are the ones who wanted equality. Moreover I think that this equality is a source of divorce. A few years ago people thought twice before asking for a divorce, but now that women are financially independent they do not need their husband to support them anymore. Of course in some cases it may be a good thing but often, instead of trying to solve the problems, couples ask for a divorce without thinking of the consequences for the children.
The problem is in fact that many feminists confused equality and equivalence. A man is not a woman and a woman is not a man and that is not pejorative for the woman. Feminists say: ""there is nothing (no work) that a woman cannot do!"". Perhaps, but even if women are able to do any work they want, that is not always flattering for them to do these works. Can a woman be feminine, can she still be a woman if she works as a fire- fighter or as a truck-driver? In some cases there is really a loss of femininity, of identity. Another good reason for which I do not really believe in the benefits of feminism is that it makes men laugh. How do you think that a man react when he hears that a woman is shocked when she receives a letter beginning with ""Dear Sirs""? Of course, he finds it ridiculous that some women spend time fighting for such trivial matters.
It is in fact unfortunate that feminists have made of woman's liberation a war against men. Man should rather be woman's ally and not her enemy. Of course, I think that women must try to find their place in the society, but not at all costs. They must do it without too much noise and with all their femininity.
",0.8333333333333333
FRUC3070,2.5,3.0,,,,,All armies should consist entirely of professional soldiers: there is no value in a system of military service,"
For several months now, it has been spoken of suppressing the compulsory military service in Belgium. Some people - the pessimistic ones - are already worried: what will happen in case of war, if Belgium can only rely on its professional soldiers? What will remain of the sense of patriotism and nationalism, essence of a country? On the other hand, the optimists see this decision as a step forward towards peace and integration. Between these two poles, the pragmatic people gladly receive the news as the suppression of the military service will no doubt save money for the State. All these opinions turn around one and the same question: is a system of military service valuable or should all armies consist exclusively of professional soldiers?
Our present society requires specialists, that is to say people who have been trained to practise a particular job: the doctor would not be able to do the job of a carpenter and vice versa. As far as professional soldiers are concerned, they also practise a job which requires a particular and typical training: they have to be acquainted with weapons, with fighting techniques and so on. To acquire this knowledge takes quite a long time which is reduced to ten months with regard to the compulsory military service. It means that non- professionl soldiers learn the smattering of the ""art of war"" and are supposed to be able to fight. From this, we can draw two conclusions: first, the training followed by professional soldiers is exagerated and unnecessary, and, second, every man is able to use weapons and fight without having been trained; the war in Yugoslavia illustrates this well: the fighters are mainly no soldiers but people who have taken the weapons to fight for their ideas. In this respect, the question of ambition can be introduced: in any case, when people do something for which they have no ambition, the results are often disastrous in the sense that very few remains of what had been learnt. How would behave people who stayed in the army less than a year in case of war? The compulsory military service is quite paradoxical in a world where efforts are made to improve peace, integration and communication between the individuals. A civil service would fit better in such a scheme: people - men and women - could devote some time of their life to work in institutions for orphans, delinquents or handicapped persons. Such an organization would not only improve peace but, on a more materialistic level, would also save money for the State; the money invested in the military service does not pay while it would be only beneficial to the whole society if it was invested in a civil service, beneficial not only economically but also psychologically and spiritually. Some people could argue that the consciousness of belonging to a country would fade with the disappearance of the military service. But the word ""patriotism"" should not only have a military connotation; patriotism can be expressed through numerous ways, the most obvious being sport.
On the whole, there would be more advantages in suppressing the present compulsory military service: the most important are economic and ethical ones. The army would then only lie in the hands of professional soldiers who have ambition in the military field and who receive therefore a special training.
",0.49999999999999994
FRUC3073,3.5,3.0,,,,,"Some people say that in our modern world, dominated by science and technology and industrialisation, there is no longer a place for dreaming and imagination. What is your opinion?","
Science technology and industrialisation have undoubtedly become integral parts of the functioning of our modern world.
In a era like ours where cities are packed with huge buildings and factories, where computers constitute the most redoubtable competitor of the human brain and where production and profit have become the main points of reference when we try to define the well-being of a particular community, the question of the place of dreaming and imagination arises in its most acute form.
The main problem concerning technology and industrialisation is that these two poles of the western civilisation have imposed a too realistic vision of life in this twentieth century. That implies that material values such as money, comfort, social status, industrial production, competition,...
have destroyed a large part of a particular ethics but also of dreaming and imagination.
This fact can be explained by many factors; one of them is that people simply do not find time for dreaming. Since the new big ""friend"" of industrialisation and technology (which we call ""stress"") has appeared, their life has been transformed into some sort of running of which we could make an unchanging outline if we wanted to: they wake up at seven o'clock, work eight or nine hours a day and then come back home particularly exhausted.
If we are aware of the fact that such time-tables are very common for people living in a modern society like ours, the problem of the place of imagination and dreaming is not even worth examining. Industrialisation has transformed dreaming into a waste of time which is now ""cleverly"" linked to money.
So, it is no wonder that dreamers are often regarded as marginal persons or even like fools by those who are fully integrated in the productive and competitive processes of our civilisation. According to them, dreaming would be meant for those naive people who have ""nothing better to do"" and who do not feel closely involved in the material problems of society.
Industrialisation and technology killed dreaming. This change in mentality, (in comparison with a previous period in which technology and industrialisation had not yet reached such a high level of development), is reflected in many aspects of our everyday life such as films (which are becoming more and more violent), the success of books which deal with societal problems, the increasing individualism of people in their job or hobbies. Another factor is that the massive intervention of sophisticated machines in the functioning of our modern industrial world has also largely reduced man's creativity and imagination. The creation of types of cars by incorporating data in a computer is only one isolated piece of evidence which shows us that the most beautiful property of man is now gradually being replaced by artificial ""brains"".
This type of work provided by computers leads obviously to some kind of uniformity and lack of originality. This statement is confirmed as we observe the similarities which exist between cars, for instance. This is a consequence from the fact that only those models which correspond to the mould of the ""brain"" of the computer or of any other machine can be created. That means that in most branches of industry, man's creativity has to conform to the power of technology. But fortunately, this statement cannot be extended to all fields of human activity. Occupations in connection with the elaboration of attractive advertisements or fashion, ... will always require the intervention of human imagination which will, of course, never be equalled by the work of any computer.
These sad observations are nothing but the confirmation of the problem related to the fact that our modern, industrialised society has forgotten the real value of dreaming and imagination. Since the beginning of mankind, these two human characteristics (which are in fact closely linked) have been representing an essential part of life and happiness. What right had technology and industrialisation to destroy them?
This question is very serious in itself but what is important is that dreamers and actual imaginative people have kept these skills which make happiness possible and that they know this.
Perhaps, the day is not far off when these ""fools"" will be kings.
",0.8333333333333333
FRUC3074,2.0,3.0,,,,,"Some people say that in our modern world, dominated by science and technology and industrialisation, there is no longer a place for dreaming and imagination. What is your opinion?","
Is there still a place for imagination and dreaming in our world? we may ask ourselves what the words ""dreaming and imagination"" really mean.
Personally I consider imagination as a means of escaping the reality: a so-called modern and materialistc world dominated by science and industrialisation and I intend to show that imagination is possible and even necessary at every stage of our life.
In the world we live in, everyone has to work very hard at school, at university, and later on in the active life in order to find and keep a job.
Being a little bit of a pessimist, one can say that life is a continual struggle in a world in which money has been established as a basic value.
I am not going to take every aspect of life into account but will confine myself to the educationnal process, the adult's life and the role of imagination in that context.
Being a child, we have to go the nursery school very early to learn how to read, speak, write and to acquire a socially based way of life: indeed we are suddenly confronted with a mass of children with whom we have to get acquainted.
At primary school, we have to attend different types of lessons (going from mathematics to gymnatics), most of which we are not interested in.
At secundary school, several options have to be chosen (e.g.
languages, mathematics, science) and exams have to be taken.
If we fail, we are considered as ""marginals"". It may then be necessary to look for another orientation (e.g. a professional orientation).
So far, I have brievly dealt with the educationnal process, I will now try to explain how I perceive the function of imagination in this context.
During childhood, imagination plays a fondamental role, various games are for instance played as ""let us imagine I am the mother and you are the father"". Besides childhood is often considered as the happiest period in one's life because it is characterized by insouciance: we are protected from the world around us by our parents and we often get everythink we need or want (T.V., games, computers a.s.o.)
During adolescence, we also make plenty use of our faculty of dreaming about the future, dream of becoming rich, an actor, of having a nice house with a swimming pool, tennis courts a.s.o. Moreover we only have minor problems at that stage.
Our dreams are still perceived as somethink which may become realizable.
Being an adult, we are confronted with the reality which is often not precisely what we had imagined: we have to work for one's living, we have to face difficulties, constraints, responsabilities, to obey to our superior.
A sure and even necessary means of coping with this new reality is dreaming e.g. looking at T.V., going to cinema, reading, going on holiday.
On one hand I think that nervous breakdowns are not far away if you don't find means of escaping reality but on the other hand people who tend to refuse reality and to build a imaginary world in which they are happier may in the long run have difficulties in differentiating reality from fantasy and become silly. A balance has thus to be found.
",0.3333333333333333
FRUC3075,3.0,,,,,,The prison system is outdated. No civilized society should punish its criminals: it should rehabilitate them,"
Recently, in the area of Verviers, two drug addicts released on parole, have raped and killed a couple of young adolescents. In Brussels, three gangsters strangle a taxidriver for his day's takings: 9000 francs! In a small village near Mons, a eight-year-old boy is murdered by an unbalanced person with no apparent reason.
Foul crimes have been increasingly numerous those days.
Besides we can easily be informed of most of them in any newspaper. This new wave of revolting trivial events is all the more worrying since it is linked to a rise of the small delinquance, implying a gerenalised climate of terror and a total mistrust of the citizens towards the police forces and the law, both accused of all vices and namely of being too lax with those evils. This anger towards our justice is today largely widespread among the population, frightened by the rise in violence: theafts, rapes, murders,...
What is the solution proposed by the justice to all these attacks? In all cases these facts are judged and sentenced to X years of prison. But is the sending to prison really a good solution? Does a prison sentence, imposed on the author of an offense or a crime, really dispense justice?
On the one hand, one admits that the murderer justly deserves this sentence because no one has the right to kill a human being. Nevertheless, in this particular case, sentences to twenty years prison or to hard labour for life won't bring back the murdered person to life. On the other hand, the cases of people being mugged by a recidivist are on the increase.
That brings us to the question of whether prison is really the ideal solution. In fact, experts are blaming it for being ""criminogene"", that is for being an area where the small delinquents get harder and learn the rules of organized crime.
So instead of ""punishing"" them, would'nt it be a better idea to rehabilitate them? To give them a chance of behaving in a less violent or aggressive way? Of course there is no miracle: dangerous people are not going to become angels all of a sudden. It is a long-time process. Given the fact that society is responsible, for a great part, for the violence of these people, so why not making huge efforts in order to make these people aware that, even if society won't change, it tries to help them access to a better way of life?
Unfortunately, the efforts for social rehabilitation of prisoners are derisory for lack of means and good will of our politicians.
However, our Minister of Justice, Melchior Wathelet, has proposed a new reform project: the delinquents would be sentenced, not more to prison, but to general interest labour, that is they would have to work between 20 and 140 hours in public utilities. Moreover they would be followed by psychologists or social assistants in order to facilitate their reintegration in society. This is an important point because in a sane and civilised society nobody should be a social outcast.
The issue we have considered here clearly does not admit of an easy solution but let's hope that the government will take steps to ameliorate its worst effects.
",0.6666666666666667
FRUC3076,3.0,2.0,,,,,The prison system is outdated. No civilized society should punish its criminals: it should rehabilitate them,"
""Bloody hostage-taking: three prisoners escape, one guard is killed"". Everyday we hear and watch about violent events, about people who have been agressed at home or in the street.
As a matter of fact, violence is dangerously becoming more and more frequent and even common: as a whole, it is no longer surprising, although it is still shocking, to see a young defensiveless boy beaten by several hooligans...
This problem of social violence can be seen through two aspects: the prevention and the repression. Nowadays our society is putting the stress on prevention in order to limit as much as possible the wave of attacks in our cities: severe controls of identity (when its is legally possible), surrounding and following of groups at risk like the young delinquants, the social misfits... But the civilians and the authorities are extremely powerless in the face of such violent behaviours and the means they have at their disposal, (financial as well as physical (number of available force to assure protection or to carry out controls, for instance)) are far less sufficient. In some cases of attacks it was impossible to forecast such behaviours and thus no special measures could be be taken. I allude here to the case of a young mentally disabled who lethally hurt a young boy.
Although people knew about his mental trouble, the young disabled could not be previously put into prison, because he had done nothing reprehensible yet. But then the question rose (like it is much too often the case): does a child have to be killed before the police positively act? This example is given here to illustrate the complexity of the prevention.
The other aspect is that of the repression, adopted by most societies. But here again it is far from being so clear.
Let us imagine the world of the prison as a separate unity with its own rules, values, and its own code of honour. The small criminal who enters this world has to adapt himself to these rules. As long as he remains in prison, he will get very limited contact with the outside world. When he will be released, his situation will be very painful because he will have, alone, to re-adapt and re-integrate himself in a society he has been excluded from. Moreover he will have the greatest difficulties of integration because of his past as a prisoner.
People are suspicious, they do not want to get involved with anybody who once did something reprehensible or simply who spent some time in prison. No wonder that those ex-prisoners feel injustly rejected and remain social misfits with all the consequences of this (feeling of injustice, wish for revenge, latent violence, deliquancy...).
The increase of violence gives birth to tow major concerns: the increasing number of people in the prisons and the people's lack of comprehension to the prisoners' problematic situation (during and after their imprisonment).
It is publicly known that prisons are overcrowded, new prisons are built but it is not sufficient. So several men have to live in a limited space. They get in touch with other criminals who may be more dangerous. The resentment towards society may be exacerbated because of the lack of privacy together with the loss of freedom and a deep wish for revenge.
But this aspect of things is very complex: on one hand, nobody can know for sure whether a criminal who has spent his time in prison, is really freeable and able to re-integrate society; on the other hand, he has paid for what he had done and cannot be legally kept in jail any longer. The measures Minister of Justice Mr Wathelet has taken in that respect mean a step forwards when he makes it possible to maintain a criminal who is legally freeable but still potentially dangerous, in a special institution - a kind of intermediate stage - for a period that is determined by a judge.
As a conclusion, we can see that, although there is some progress, very much has to be done for the reintegration of the ex-prisoners in the society. But first of all, the mentality of our societies has to change and to be more tolerant towards those people who have once failed but who have paid for that. Because we have no right to refuse them to chance of a new start.
",0.6666666666666667
FRUC3077,3.5,,,,,,Feminists have done more harm to the cause of women than good,"
The statement according to which ""feminists have done more harm than good to the cause of women"" certainly holds true in the majority of cases. It should not however be generalized because the feminist movement has also helped to improve the condition of women in several respects. In the following essay we shall examine this issue from a linguistic, social and conjugal perspective.
From a linguistic point of view, certain things have gone better. Terms which were negatively connotated have been replaced by euphemisms. One can mention the word ""woman"" which has undergone that process. But, as often happens with euphemisms, once it is introduced, it very soon acquires a negative connotation as well. A new euphemism will be created, and it will on turn be badly connotated. The positive effect of the femenist action is in those cases of very short term.
If we take our example again, ""woman"" was replaced by ""lady"" but that word itself got the same connotations as ""woman"". As a result, it could no longer be considered as a euphemism.
Very often things have gone even worse. Indeed, the outcome of the feminist revolution has generally been that, by stressing the linguistic inequalities, the male versus female opposition has been reinforced. To take a simple example, women believed that the term ""mistress"" had a negative influence on their social image because it had a sexual connotation. The masculine counterpart had, on the other hand, no such connotation. Thus, using ""mistress"" to refer to a woman was seen as demeaning whereas using ""master"" to refer to a man stressed his social power. Therefore, women believed that the use of ""mistress"" would strike a blow at their position in society, and they wanted that word to be crossed out of their vocabulary. By doing this, women only made the linguistic inequality, most people were unaware, of more striking.
From a social perspective, one could at first think that much progress has been made in favour of the female part of the population. Indeed, they have been given occupations which are socially significant, and they have shown that they could work hard, take important decisions, and become involved in business. Nowadays, they are no longer confined to their houses, doing the housework, and chitchatting with the neighbour during the coffee break. Their position is still improving nowadays. For example, a recent bill has been passed in Belgium according to which there ought to be a certain percentage of women among the ministers. But, here also, things have to be relativized because every job is not as appealing as a minister function. Asking for jobs only men could do before, women had to accept everything related to that, namely the stable working hours, the possibly hard working conditions, etc. Also, practising their new jobs, women have come to realize that it is not 'all rosy'.
Finally, things have evolved in the conjugal relations. The result of their increasing role in society was that women could no longer care for everything at home. Men found themselves invited to look after the children, to carry out the domestic chores, such as the washing, the cleaning up, the cooking, etc. But, here, one could wonder whether it can be seen as a consequence of women's actions or because men became more and more sensitive to those domestic tasks, and wanted to give up their solely lucrative position.
The statement put forward at the beginning has been looked at from a linguistic, social and conjugual point of view, and it should be from now on clear that the consequences of the feminist movement have not been either all black or all white. Perhaps, one could ask oneself now what would have happened if no action had been taken at all. But this is another debate.
",0.8333333333333333
